FID;ID_UC0;NOME_UC1;ID_WCMC2;CATEGORI3;GRUPO4;ESFERA5;ANO_CRIA6;GID7;QUALIDAD8;ATO_LEGA9;DT_ULTIM10;CODIGO_U11;NOME_ORG12;POINT_X;POINT_Y
1461;1793;APA DA ORLA MARíTIMA; ;Área de Proteção Ambiental;US;municipal;1988;3206;Aproximado (O poligono representa uma estimativa dos limites da unidade).;Lei ordinária nº 1272 de 18/07/1988;15/03/2011;0455.33.1793;Secretaria Municipal de Conservação e Meio Ambiente do Rio de Janeiro - RJ;-43.290582;-22.999428
1462;1782;APA DO MORRO DO VALQUEIRE; ;Área de Proteção Ambiental;US;municipal;2001;3160;Aproximado (O poligono representa uma estimativa dos limites da unidade).;Lei ordinária nº 3313 de 05/12/2001;15/03/2011;0455.33.1782;Secretaria Municipal de Conservação e Meio Ambiente do Rio de Janeiro - RJ;-43.375069;-22.898477
1463;1875;ÁREA DE PROTEçãO AMBIENTAL MORRO AGUDO; ;Área de Proteção Ambiental;US;municipal;2004;3615;Esquemático (O poligono é uma representação esquemática da dimensão da unidade).;Lei complementar nº 3594 de 07/09/2004;19/05/2014;0350.33.1875;Secretaria Municipal de Urbanismo, Habitação e Meio Ambiente de Nova Iguaçu - RJ;-43.469635;-22.711973
1464;2919;RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL MUNICIPAL PIRAQUE-AÇÚ E PIRAQUE-MIRIM; ;Reserva de Desenvolvimento Sustentável;US;municipal;1986;8651;Aproximado (O poligono representa uma estimativa dos limites da unidade).;Lei ordinária nº 994 de 14/07/1986;12/11/2013;0060.32.2919;Prefeitura Municipal de Aracruz - ES;-40.228069;-19.924688
1465;1827;PARQUE NATURAL MUNICIPAL DE GRUMARI; ;Parque;PI;municipal;2001;3328;Aproximado (O poligono representa uma estimativa dos limites da unidade).;Decreto nº 20149 de 02/07/2001;05/05/2017;0455.33.1827;Secretaria Municipal de Conservação e Meio Ambiente do Rio de Janeiro - RJ;-43.535466;-23.047494
1466;1960;AREA DE RELEVANTE INTERESSE ECOLOGICO PARQUE AMBIENTAL ANTONIO DANUBIO LOURENÇO DA SILVA; ;Área de Relevante Interesse Ecológico;US;municipal;2011;4926;Aproximado (O poligono representa uma estimativa dos limites da unidade).;Lei ordinária nº 2472 de 17/01/2011;06/05/2011;0080.15.1960;Secretaria Municipal de Meio Ambiente de Ananindeua - PA;-48.405780;-1.383663
1467;3619;PARQUE NATURAL MUNICIPAL DE NAVIRAí; ;Parque;PI;municipal;2009;14256;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Decreto nº 051/2009 de 20/03/2009;07/02/2018;0570.50.3619;Prefeitura Municipal de Naviraí - MS;-53.730341;-23.087736
1468;3630;MONUMENTO NATURAL MUNICIPAL SãO SIMãO; ;Monumento Natural;PI;municipal;2018;14331;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Decreto nº 2.228/2017 de 15/01/2018;01/03/2018;0093.33.3630;Secretaria Municipal de Meio Ambiente de Carapebus - RJ;-41.615532;-22.160160
1469;1945;REFUGIO DE VIDA SILVESTRE DA VENTANIA; ;Refúgio de Vida Silvestre;PI;municipal;2010;14408;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Decreto nº 0261 de 15/12/2010;15/02/2011;0300.33.1945;Secretaria Municipal de Meio Ambiente de Miracema - RJ;-42.191350;-21.337426
1470;2801;ÁREA DE PROTEçãO AMBIENTAL SURUí; ;Área de Proteção Ambiental;US;municipal;2007;7728;Esquemático (O poligono é uma representação esquemática da dimensão da unidade).;Decreto nº 2300/2007 de 01/06/2007;21/12/2012;0250.33.2801;Secretaria Municipal de Turismo e Meio Ambiente de Magé - RJ;-43.107804;-22.640755
1471;3166;PARQUE NATURAL MUNICIPAL DA CACHOEIRA DA FUMAÇA E JACUBA PARFUMAÇA; ;Parque;PI;municipal;1988;11942;Esquemático (O poligono é uma representação esquemática da dimensão da unidade).;Decreto nº 197 de 28/12/1988;18/11/2015;0420.33.3166;Agência do Meio Ambiente do Município de Resende - RJ;-44.331148;-22.265127
1472;3502;MONUMENTO NATURAL MUNICIPAL DA PEDRA DE INOÃ; ;Monumento Natural;PI;municipal;2011;13303;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Portaria nº 2369 de 30/05/2011;10/04/2018;0270.33.3502;Subsecretaria de Meio Ambiente de Maricá - RJ;-42.911653;-22.926166
1473;1790;PARQUE NATURAL MUNICIPAL CHICO MENDES; ;Parque;PI;municipal;1989;3194;Aproximado (O poligono representa uma estimativa dos limites da unidade).;Decreto nº 8452 de 09/05/1989;29/12/2016;0455.33.1790;Secretaria Municipal de Conservação e Meio Ambiente do Rio de Janeiro - RJ;-43.371048;-22.995984
1474;1906;PARQUE NATURAL MUNICIPAL DO ATALAIA; ;Parque;PI;municipal;2007;4000;Esquemático (O poligono é uma representação esquemática da dimensão da unidade).;Decreto nº 8107 de 31/01/2007;21/01/2011;0820.42.1906;Fundação Municipal do Meio Ambiente de Itajaí - SC;-48.642016;-26.920783
1475;1766;APA DO MORRO DO SILVéRIO; ;Área de Proteção Ambiental;US;municipal;1999;4331;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Lei ordinária nº 2836 de 14/07/1999;15/03/2011;0455.33.1766;Secretaria Municipal de Conservação e Meio Ambiente do Rio de Janeiro - RJ;-43.641938;-22.996444
1476;3621;PARQUE NATURAL MUNICIPAL DA RESTINGA DE CARAPEBUS; ;Parque;PI;municipal;2018;14318;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Decreto nº 2.229/2017 de 15/01/2018;01/03/2018;0093.33.3621;Secretaria Municipal de Meio Ambiente de Carapebus - RJ;-41.612394;-22.225710
1477;1788;ÁREA DE PROTEÇÃO AMBIENTAL DO PARQUE MUNICIPAL ECOLÓGICO DE MARAPENDI; ;Área de Proteção Ambiental;US;municipal;1991;7975;Aproximado (O poligono representa uma estimativa dos limites da unidade).;Decreto nº 10368 de 16/08/1991;05/05/2017;0455.33.1788;Secretaria Municipal de Conservação e Meio Ambiente do Rio de Janeiro - RJ;-43.402158;-23.010164
1478;1801;PARQUE NATURAL MUNICIPAL DARKE DE MATTOS; ;Parque;PI;municipal;1975;3218;Aproximado (O poligono representa uma estimativa dos limites da unidade).;Decreto nº 394 de 21/05/1975;29/12/2016;0455.33.1801;Secretaria Municipal de Conservação e Meio Ambiente do Rio de Janeiro - RJ;-43.112119;-22.767745
1479;3163;PARQUE NATURAL MUNICIPAL VEREDAS DOS CARAJáS; ;Parque;PI;municipal;2011;11497;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Decreto nº 455/2011 de 13/01/2011;11/05/2015;0215.15.3163;Secretaria Municipal de Meio Ambiente de Canaã dos Carajás - PA;-49.803872;-6.510072
1480;1777;APA DA ORLA MARíTIMA DA BAíA DE SEPETIBA; ;Área de Proteção Ambiental;US;municipal;1988;3154;Aproximado (O poligono representa uma estimativa dos limites da unidade).;Lei ordinária nº 1208 de 11/04/1988;15/03/2011;0455.33.1777;Secretaria Municipal de Conservação e Meio Ambiente do Rio de Janeiro - RJ;-43.636280;-22.989116
1481;1895;PARQUE NATURAL MUNICIPAL MONTANHAS DE TERESóPOLIS; ;Parque;PI;municipal;2009;3847;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Decreto nº 3693 de 16/07/2009;26/05/2010;0580.33.1895;Secretaria Municipal de Meio Ambiente e Defesa Civil de Teresópolis - RJ;-42.995409;-22.322099
1482;2957;ÁREA DE PROTEÇÃO AMBIENTAL MONTE URUBU; ;Área de Proteção Ambiental;US;municipal;2013;8777;Aproximado (O poligono representa uma estimativa dos limites da unidade).;Decreto nº 4585 de 21/10/2013;20/03/2014;0040.32.2957;Secretaria de Meio Ambiente de Anchieta - ES;-40.623334;-20.745908
1483;1631;AREA DE RELEVANTE INTERESSE ECOLÓGICO- ILHAS DO RIO PARAIBA DO SUL; ;Área de Relevante Interesse Ecológico;US;municipal;2005;2392;Esquemático (O poligono é uma representação esquemática da dimensão da unidade).;Decreto nº 4580/2005 de 14/06/2005;04/09/2008;0040.33.1631;Secretaria Municipal de Meio Ambiente e Desenvolvimento Sustentável de Barra Mansa - RJ;-44.263141;-22.475814
1484;2050;PARQUE NATURAL MUNICIPAL DOS CORAIS DE ARMAÇÃO DOS BÚZIOS; ;Parque;PI;municipal;2009;5789;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Decreto nº 135 de 13/11/2009;25/07/2011;0023.33.2050;Secretaria Municipal do Meio Ambiente e Pesca de Armação dos Búzios - RJ;-41.891078;-22.749596
1485;2575;ÁREA DE PROTEÇÃO AMBIENTAL MUNICIPAL TARTARUGAS; ;Área de Proteção Ambiental;US;municipal;2011;6550;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Decreto nº 3693 de 23/11/2011;24/07/2012;0040.32.2575;Secretaria de Meio Ambiente de Anchieta - ES;-40.606857;-20.813769
1486;1800;PARQUE NATURAL MUNICIPAL PENHASCO DOIS IRMãOS - ARQUITETO SéRGIO BERNARDES; ;Parque;PI;municipal;1992;3216;Aproximado (O poligono representa uma estimativa dos limites da unidade).;Decreto nº 11850 de 22/12/1992;29/12/2016;0455.33.1800;Secretaria Municipal de Conservação e Meio Ambiente do Rio de Janeiro - RJ;-43.234630;-22.987351
1487;2727;PARQUE NATURAL MUNICIPAL DO BANHADO; ;Parque;PI;municipal;2012;11615;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Lei ordinária nº 8756 de 06/07/2012;24/08/2015;4990.35.2727;Secretaria de Meio Ambiente - Prefeitura Municipal de São José dos Campos - SP;-45.896596;-23.175892
1488;2847;PARQUE NATURAL MUNICIPAL DO POMBO; ;Parque;PI;municipal;2006;11873;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Decreto nº 105/2006 de 18/11/2006;07/10/2015;0830.50.2847;Secretaria Municipal de Meio Ambiente - Três Lagoas/MS;-52.636877;-20.353191
1489;2903;ÁREA DE PROTEçãO AMBIENTAL PAISAGEM CARIOCA; ;Área de Proteção Ambiental;US;municipal;2013;8137;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Decreto nº 37.486 de 06/08/2013;23/01/2017;0455.33.2903;Secretaria Municipal de Conservação e Meio Ambiente do Rio de Janeiro - RJ;-43.171945;-22.957508
1490;1785;PARQUE NATURAL MUNICIPAL DA FREGUESIA; ;Parque;PI;municipal;1992;3164;Aproximado (O poligono representa uma estimativa dos limites da unidade).;Decreto nº 11830 de 14/12/1992;21/06/2016;0455.33.1785;Secretaria Municipal de Conservação e Meio Ambiente do Rio de Janeiro - RJ;-43.344021;-22.948500
1491;1822;APA DO VáRZEA COUNTRY CLUB; ;Área de Proteção Ambiental;US;municipal;1991;3323;Aproximado (O poligono representa uma estimativa dos limites da unidade).;Decreto nº 9952 de 08/01/1991;17/11/2010;0455.33.1822;Secretaria Municipal de Conservação e Meio Ambiente do Rio de Janeiro - RJ;-43.316991;-22.907913
1492;3584;ÁREA DE RELEVANTE INTERESSE ECOLÓGICO DO LAGO DOS BURITIS; ;Área de Relevante Interesse Ecológico;US;municipal;2017;14023;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Decreto nº 13.668/17 de 29/09/2017;21/11/2017;0910.52.3584;Secretaria Municipal de Meio Ambiente Cidadania e Costumes de Goiatuba - GO;-49.373162;-18.028509
1493;1764;APA DA SERRA DA CAPOEIRA GRANDE; ;Área de Proteção Ambiental;US;municipal;1999;4325;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Lei ordinária nº 2835 de 05/07/1999;15/03/2011;0455.33.1764;Secretaria Municipal de Conservação e Meio Ambiente do Rio de Janeiro - RJ;-43.631008;-22.979756
1494;3484;MONUMENTO NATURAL MUNICIPAL DA PEDRA DE ITAOCAIA; ;Monumento Natural;PI;municipal;2010;13265;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Lei ordinária nº 2326 de 10/05/2010;10/04/2018;0270.33.3484;Subsecretaria de Meio Ambiente de Maricá - RJ;-42.961948;-22.937257
1495;2858;PARQUE NATURAL MUNICIPAL TANCREDO NEVES - PASSA CINCO; ;Parque;PI;municipal;2013;8129;Esquemático (O poligono é uma representação esquemática da dimensão da unidade).;Lei ordinária nº 3822/2013 de 23/12/2013;27/02/2018;5210.31.2858;Secretaria Municipal de Meio Ambiente de Ponte Nova - MG;-42.867195;-20.423415
1496;1961;ÁREA DE PROTEçãO AMBIENTAL BORORé-COLôNIA; ;Área de Proteção Ambiental;US;municipal;2006;4432;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Lei ordinária nº 14162 de 25/05/2006;20/04/2011;5030.35.1961;Secretaria Municipal do Verde e do Meio Ambiente de São Paulo - SP;-46.676664;-23.809379
1497;1814;PARQUE NATURAL MUNICIPAL DO JARDIM DO CARMO; ;Parque;PI;municipal;2001;3233;Aproximado (O poligono representa uma estimativa dos limites da unidade).;Decreto nº 20723 de 09/11/2001;17/11/2010;0455.33.1814;Secretaria Municipal de Conservação e Meio Ambiente do Rio de Janeiro - RJ;-43.301473;-22.851441
1498;2642;PARQUE NATURAL MUNICIPAL DO HORTO DOS CONTOS; ;Parque;PI;municipal;2008;12011;Esquemático (O poligono é uma representação esquemática da dimensão da unidade).;Lei ordinária nº 447 de 01/10/2008;21/12/2015;4610.31.2642;Secretaria de Meio Ambiente do Município de Ouro Preto / MG;-43.505754;-20.382104
1499;1763;PARQUE NATURAL MUNICIPAL DA CATACUMBA; ;Parque;PI;municipal;1979;3166;Aproximado (O poligono representa uma estimativa dos limites da unidade).;Decreto nº 1967 de 21/01/1979;18/11/2016;0455.33.1763;Secretaria Municipal de Conservação e Meio Ambiente do Rio de Janeiro - RJ;-43.200216;-22.971746
1500;2600;PARQUE NATURAL MUNICIPAL DO MONTE MOCHUARA; ;Parque;PI;municipal;2007;6571;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Decreto nº 31 de 18/04/2007;26/04/2012;0130.32.2600;Secretaria Municipal de Meio Ambiente de Cariacica - ES;-40.437450;-20.298062
1501;1799;APA DO MORRO DO LEME; ;Área de Proteção Ambiental;US;municipal;1990;3211;Aproximado (O poligono representa uma estimativa dos limites da unidade).;Decreto nº 9779 de 14/11/1990;15/03/2011;0455.33.1799;Secretaria Municipal de Conservação e Meio Ambiente do Rio de Janeiro - RJ;-43.156812;-22.962658
1502;1959;ÁREA DE PROTEÇÃO AMBIENTAL MUNICIPAL DO CAPIVARI-MONOS; ;Área de Proteção Ambiental;US;municipal;2001;4430;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Lei ordinária nº 13136 de 12/06/2001;20/04/2011;5030.35.1959;Secretaria Municipal do Verde e do Meio Ambiente de São Paulo - SP;-46.697258;-23.923669
1503;3139;PARQUE NATURAL MUNICIPAL VARGINHA; ;Parque;PI;municipal;2012;11542;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Decreto nº 52973 de 14/02/2012;13/03/2015;5030.35.3139;Secretaria Municipal do Verde e do Meio Ambiente de São Paulo - SP;-46.673628;-23.799308
1504;2789;PARQUE NATURAL MUNICIPAL BARãO DE MAUá; ;Parque;PI;municipal;2012;7602;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Decreto nº 2795/2012 de 30/10/2012;03/12/2012;0250.33.2789;Secretaria Municipal de Turismo e Meio Ambiente de Magé - RJ;-43.198496;-22.722209
1505;3120;PARQUE NATURAL MUNICIPAL DO DOURADO; ;Parque;PI;municipal;2002;10996;Aproximado (O poligono representa uma estimativa dos limites da unidade).;Lei ordinária nº 2634 de 26/06/2002;28/08/2014;3880.35.3120;Prefeitura Municipal da Estância Turística de Piraju - SP;-49.410622;-23.158681
1506;3281;PARQUE NATURAL MUNICIPAL DO FORTE DE TAMANDARE; ;Parque;PI;municipal;2003;12748;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Decreto nº 13/2003 de 10/09/2003;05/07/2016;1485.26.3281;Secretaria do Meio Ambiente de Tamandaré - PE;-35.093286;-8.769237
1507;2638;ÁREA DE PROTEçãO AMBIENTAL DO CAMPO GRANDE; ;Área de Proteção Ambiental;US;municipal;2011;6887;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Decreto nº 17.357/11 de 18/06/2011;20/07/2012;0950.35.2638;Secretaria Municipal de Meio Ambiente - Prefeitura Municipal de Campinas;-47.214229;-22.918093
1508;1825;APA DE SãO JOSé; ;Área de Proteção Ambiental;US;municipal;1991;3326;Aproximado (O poligono representa uma estimativa dos limites da unidade).;Lei ordinária nº 1769 de 02/10/1991;15/03/2011;0455.33.1825;Secretaria Municipal de Conservação e Meio Ambiente do Rio de Janeiro - RJ;-43.188084;-22.929923
1509;1509;PARQUE NATURAL MUNICIPAL DO PARAGEM; ;Parque;PI;municipal;2007;1721;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Lei ordinária nº 3009 de 23/11/2007;05/04/2017;0370.50.1509;Instituto de Meio Ambiente de Dourados - MS;-54.794719;-22.254441
1510;3233;PARQUE MUNICIPAL NATURAL DO BREJO GRANDE; ;Parque;PI;municipal;1980;14362;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Lei ordinária nº 907 de 06/08/1980;12/01/2018;4730.31.3233;Secretaria do Meio Ambiente, Agropecuária e Turismo de Paraisópolis - MG;-45.820200;-22.578849
1511;3551;PARQUE NATURAL MUNICIPAL DAS ARAUCARIAS; ;Parque;PI;municipal;1991;13790;Esquemático (O poligono é uma representação esquemática da dimensão da unidade).;Lei ordinária nº 198 de 01/07/1991;18/09/2017;0940.41.3551;Secretaria Municipal de Meio Ambiente de Guarapuava - PR;-51.466308;-25.353234
1512;2632;PARQUE NATURAL MUNICIPAL DAS ANDORINHAS; ;Parque;PI;municipal;2005;6684;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Lei ordinária nº 69/2005 de 29/07/2005;27/06/2012;4610.31.2632;Secretaria de Meio Ambiente do Município de Ouro Preto / MG;-43.494142;-20.364323
1513;3564;ÁREA DE PROTEÇÃO AMBIENTAL DE ALTER DO CHÃO; ;Área de Proteção Ambiental;US;municipal;2003;13845;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Lei ordinária nº 17.771/2003 de 02/07/2003;23/10/2017;0680.15.3564;Secretaria Municipal de Meio Ambiente de Santarém - PA;-54.909938;-2.504190
1514;2596;PARQUE NATURAL MUNICIPAL DANZIGER HOF; ;Parque;PI;municipal;1995;6816;Aproximado (O poligono representa uma estimativa dos limites da unidade).;Lei ordinária nº 934 de 28/04/1995;18/04/2012;0370.41.2596;Secretaria de Agricultura e Meio Ambiente de Cambé / PR;-51.281286;-23.298434
1515;3127;PARQUE NATURAL MUNICIPAL FELISBERTO NEVES; ;Parque;PI;municipal;2014;11173;Aproximado (O poligono representa uma estimativa dos limites da unidade).;Decreto nº 37.102 de 11/10/2014;27/10/2014;0670.31.3127;Prefeitura Municipal de Betim - MG;-44.191144;-19.954091
1516;2049;PARQUE NATURAL MUNICIPAL CARIJóS; ;Parque;PI;municipal;2011;5122;Esquemático (O poligono é uma representação esquemática da dimensão da unidade).;Lei ordinária nº 330 de 23/03/2011;03/05/2011;0845.42.2049;Secretaria de Meio Ambiente de Itapoá-SC;-48.631565;-26.062444
1517;2786;PARQUE NATURAL MUNICIPAL DA SERRA DE SãO DOMINGOS; ;Parque;PI;municipal;1988;7580;Aproximado (O poligono representa uma estimativa dos limites da unidade).;Lei ordinária nº 4197 de 01/06/1988;16/08/2017;5180.31.2786;Departamento de Meio Ambiente de Poços de Caldas - MG;-46.566038;-21.775084
1518;2648;PARQUE NATURAL MUNICIPAL PEDRA DOS OLHOS; ;Parque;PI;municipal;2003;6935;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Decreto nº 11824 de 31/12/2003;20/07/2012;0530.32.2648;Secretaria Municipal de Meio Ambiente da Prefeitura Municipal de Vitória - ES;-40.327132;-20.299274
1519;2710;PARQUE NATURAL MUNICIPAL DA BIQUINHA; ;Parque;PI;municipal;2012;7081;Correto (O poligono corresponde ao memorial descritivo do ato legal de criação).;Decreto nº 008 de 09/05/2012;03/10/2012;4630.31.2710;Prefeitura Municipal de Padre Paraíso - MG;-41.477531;-17.078039
